employee_id,full_name,job_title,department,business_unit,gender,ethnicity,age,hire_date,annual_salary,bonus_%,country,city,exit_date,latitude,longitude
E01711,Benjamin Ford,Analyst II,Finance,Speciality Products,Male,Caucasian,31,4/22/2021,"$74,215 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E01712,James Singh,Director,Marketing,Corporate,Male,Asian,45,3/12/2008,"$186,138 ",0.28,China,Chongqing,,29.5548108,106.3837459
E01713,Nolan Guzman,Field Engineer,Engineering,Speciality Products,Male,Latino,46,6/20/1999,"$96,997 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E01714,Savannah Park,HRIS Analyst,Human Resources,Manufacturing,Female,Asian,44,1/28/2009,"$53,301 ",0.0,United States,Seattle,,47.606209,-122.332069
E01722,Asher Huynh,Manager,IT,Manufacturing,Male,Asian,45,1/22/2015,"$101,288 ",0.1,United States,Phoenix,,33.6049778,-112.4546902
E01724,Nolan Molina,Computer Systems Manager,IT,Corporate,Male,Latino,36,12/27/2020,"$70,165 ",0.07,Brazil,Manaus,,-3.0446589,-60.0495051
E01733,Eloise Pham,Manager,Sales,Speciality Products,Female,Asian,45,10/20/2011,"$123,640 ",0.07,China,Shanghai,,31.2239286,121.147112
E01749,Nathan Lee,Analyst,Accounting,Manufacturing,Male,Asian,29,8/20/2016,"$58,703 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E01753,Connor Fong,Manager,Accounting,Speciality Products,Male,Asian,40,2/16/2018,"$120,905 ",0.05,United States,Seattle,,47.606209,-122.332069
E01754,Owen Lam,Senior Business Partner,Human Resources,Speciality Products,Male,Asian,30,5/29/2017,"$86,317 ",0.0,China,Chengdu,7/16/2017,30.6584246,103.9107386
E01755,Audrey Patel,Senior Manager,Finance,Speciality Products,Female,Asian,37,4/24/2011,"$131,183 ",0.14,China,Shanghai,3/16/2016,31.2239286,121.147112
E01760,Madeline Acosta,Senior Account Representative,Sales,Speciality Products,Female,Latino,26,2/9/2021,"$87,427 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E01762,Maya Ngo,Manager,Sales,Speciality Products,Female,Asian,55,10/20/2012,"$108,686 ",0.06,United States,Columbus,,39.9828348,-83.1556352
E01787,Lillian Romero,Director,Engineering,Corporate,Female,Latino,27,12/7/2018,"$170,164 ",0.17,United States,Austin,,30.3076576,-97.9205502
E01789,Charles Luu,Senior Manager,Sales,Manufacturing,Male,Asian,25,6/15/2021,"$142,731 ",0.11,China,Shanghai,6/3/2022,31.2239286,121.147112
E01797,Piper Lewis,Field Engineer,Engineering,Research & Development,Female,Caucasian,33,12/22/2018,"$83,990 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E01807,Cameron Evans,Test Engineer,Engineering,Corporate,Male,Caucasian,50,12/13/2018,"$63,098 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E01807,Matthew Lim,Senior Analyst,Sales,Research & Development,Male,Asian,52,2/18/1994,"$99,624 ",0.0,United States,Seattle,,47.606209,-122.332069
E01820,Nathan Miller,Quality Engineer,Engineering,Speciality Products,Male,Black,27,5/28/2019,"$70,110 ",0.0,United States,Miami,1/7/2021,25.7823843,-80.3118592
E01832,Ezra Singh,Analyst,Finance,Manufacturing,Male,Asian,56,5/10/2006,"$41,561 ",0.0,United States,Austin,,30.3076576,-97.9205502
E01834,Chloe Allen,Solutions Architect,IT,Manufacturing,Female,Caucasian,64,7/8/2004,"$77,903 ",0.0,United States,Seattle,,47.606209,-122.332069
E01839,Stella Alexander,Automation Engineer,Engineering,Corporate,Female,Caucasian,52,12/10/2005,"$102,043 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E01844,Jayden Kang,Analyst,Finance,Research & Development,Male,Asian,46,4/24/2011,"$55,894 ",0.0,United States,Seattle,,47.606209,-122.332069
E01845,Leo Fernandez,Manager,Finance,Research & Development,Male,Latino,54,4/28/1998,"$108,268 ",0.09,Brazil,Sao Paulo,5/15/2004,-23.6820636,-46.9249441
E01848,Zoey Jackson,Business Partner,Human Resources,Manufacturing,Female,Black,46,8/21/2008,"$59,067 ",0.0,United States,Miami,,25.7823843,-80.3118592
E01860,Jack Edwards,Manager,Marketing,Manufacturing,Male,Caucasian,38,4/6/2008,"$126,856 ",0.06,United States,Columbus,,39.9828348,-83.1556352
E01870,Carson Chau,Director,Finance,Corporate,Male,Asian,58,10/12/2007,"$162,038 ",0.24,China,Chongqing,,29.5548108,106.3837459
E01870,Easton Moore,Computer Systems Manager,IT,Research & Development,Male,Caucasian,52,5/23/2013,"$99,557 ",0.09,United States,Seattle,,47.606209,-122.332069
E01877,Abigail Garza,Analyst,Accounting,Manufacturing,Female,Latino,33,5/27/2018,"$45,049 ",0.0,United States,Seattle,,47.606209,-122.332069
E01883,Isla Guzman,Senior Manager,Accounting,Speciality Products,Female,Latino,28,7/6/2019,"$152,036 ",0.15,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E01883,Olivia Gray,Manager,Marketing,Research & Development,Female,Black,42,9/19/2015,"$103,423 ",0.06,United States,Columbus,,39.9828348,-83.1556352
E01895,Peyton Walker,Analyst,Marketing,Research & Development,Female,Caucasian,43,7/13/2019,"$41,545 ",0.0,United States,Miami,,25.7823843,-80.3118592
E01895,Gabriel Zhou,IT Coordinator,IT,Manufacturing,Male,Asian,25,1/17/2021,"$41,844 ",0.0,China,Chongqing,,29.5548108,106.3837459
E01896,Adam Nelson,Director,Finance,Speciality Products,Male,Caucasian,25,1/14/2020,"$168,014 ",0.27,United States,Chicago,7/27/2021,41.8336152,-87.8967698
E01898,Oliver Moua,IT Systems Architect,IT,Corporate,Male,Asian,29,6/28/2021,"$71,234 ",0.0,United States,Seattle,,47.606209,-122.332069
E01899,Xavier Jackson,System Administrator,Marketing,Speciality Products,Male,Caucasian,52,6/11/2002,"$236,314 ",0.34,United States,Miami,,25.7823843,-80.3118592
E01902,Eleanor Li,Senior Manager,Human Resources,Research & Development,Female,Asian,64,12/7/2003,"$125,807 ",0.15,United States,Chicago,,41.8336152,-87.8967698
E01909,Lillian Khan,Analyst,Finance,Speciality Products,Female,Asian,44,5/31/2010,"$47,387 ",0.0,China,Chengdu,1/8/2018,30.6584246,103.9107386
E01921,Sarah Daniels,Senior Manager,Accounting,Manufacturing,Female,Caucasian,55,1/9/2011,"$138,521 ",0.1,United States,Miami,,25.7823843,-80.3118592
E01924,Anna Gutierrez,Director,Engineering,Research & Development,Female,Latino,59,4/15/2003,"$150,699 ",0.29,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E01927,Charles Moore,Technical Architect,IT,Manufacturing,Male,Black,34,2/16/2016,"$63,411 ",0.0,United States,Miami,,25.7823843,-80.3118592
E01941,Quinn Trinh,Analyst II,Sales,Corporate,Female,Asian,42,5/9/2010,"$67,743 ",0.0,China,Beijing,12/25/2014,39.9384171,116.0678242
E01943,Vivian Espinoza,Senior Manager,Sales,Corporate,Female,Latino,52,10/5/2006,"$147,966 ",0.11,Brazil,Rio de Janerio,5/23/2019,-22.9140457,-43.6107907
E01947,Sophie Owens,Analyst II,Finance,Research & Development,Female,Caucasian,30,3/5/2015,"$52,697 ",0.0,United States,Seattle,,47.606209,-122.332069
E01952,Everett Lee,Network Administrator,IT,Research & Development,Male,Asian,45,2/26/2010,"$90,770 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E01958,Angel Lin,Network Administrator,IT,Manufacturing,Male,Asian,27,12/24/2020,"$92,321 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E01966,Thomas Williams,Field Engineer,Engineering,Speciality Products,Male,Caucasian,45,11/21/2015,"$87,292 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E01967,John Dang,Director,Sales,Corporate,Male,Asian,58,3/19/1992,"$199,848 ",0.16,China,Chongqing,,29.5548108,106.3837459
E01970,Vivian Barnes,Director,Human Resources,Research & Development,Female,Caucasian,51,3/28/2021,"$180,687 ",0.19,United States,Phoenix,,33.6049778,-112.4546902
E01977,Raelynn Gupta,Senior Manager,Finance,Corporate,Female,Asian,48,9/10/2001,"$125,730 ",0.11,China,Chongqing,,29.5548108,106.3837459
E01981,Genesis Banks,Analyst,Finance,Corporate,Female,Caucasian,63,3/16/2012,"$46,081 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E01985,Eliana Turner,Account Representative,Sales,Research & Development,Female,Black,65,9/29/2000,"$67,837 ",0.0,United States,Austin,,30.3076576,-97.9205502
E01986,Wesley Sharma,Manager,IT,Corporate,Male,Asian,51,2/23/1994,"$122,802 ",0.05,China,Shanghai,,31.2239286,121.147112
E01994,Angel Powell,Analyst II,Sales,Research & Development,Male,Caucasian,61,7/11/2008,"$66,521 ",0.0,United States,Seattle,,47.606209,-122.332069
E01995,Jonathan Ho,System Administrator,IT,Manufacturing,Male,Asian,37,6/25/2011,"$221,592 ",0.31,United States,Columbus,,39.9828348,-83.1556352
E02005,Isabella Bui,Enterprise Architect,IT,Manufacturing,Female,Asian,36,11/21/2014,"$97,500 ",0.0,United States,Miami,,25.7823843,-80.3118592
E02012,Anna Han,System Administrator,IT,Research & Development,Female,Asian,65,5/8/2003,"$96,548 ",0.0,United States,Austin,,30.3076576,-97.9205502
E02017,Connor Joseph,Director,Human Resources,Corporate,Male,Caucasian,50,7/22/1998,"$174,895 ",0.15,United States,Chicago,,41.8336152,-87.8967698
E02023,Maverick Mehta,Systems Analyst,IT,Manufacturing,Male,Asian,40,7/30/2007,"$41,859 ",0.0,United States,Seattle,,47.606209,-122.332069
E02024,Addison Perez,Operations Engineer,Engineering,Speciality Products,Female,Latino,29,9/25/2020,"$123,588 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E02024,Amelia Bell,Senior Analyst,Sales,Manufacturing,Female,Caucasian,53,8/5/2017,"$89,769 ",0.0,United States,Seattle,,47.606209,-122.332069
E02031,Melody Cooper,Development Engineer,Engineering,Research & Development,Female,Caucasian,44,9/4/2009,"$89,695 ",0.0,United States,Austin,,30.3076576,-97.9205502
E02033,Grace Sun,Director,Finance,Research & Development,Female,Asian,25,4/17/2021,"$186,870 ",0.2,China,Shanghai,,31.2239286,121.147112
E02035,Eli Rahman,Service Desk Analyst,IT,Manufacturing,Male,Asian,45,3/16/2010,"$88,182 ",0.0,China,Chengdu,,30.6584246,103.9107386
E02038,Ellie Chung,Senior Manager,Marketing,Corporate,Female,Asian,59,8/29/2008,"$157,969 ",0.1,China,Chongqing,,29.5548108,106.3837459
E02044,Caroline Alexander,Business Partner,Human Resources,Manufacturing,Female,Black,42,9/18/2020,"$47,071 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E02047,Xavier Perez,Senior Analyst,Sales,Manufacturing,Male,Latino,51,2/26/1998,"$71,111 ",0.0,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E02059,Roman Munoz,Senior Manager,Sales,Speciality Products,Male,Latino,54,10/20/2011,"$122,644 ",0.12,United States,Austin,,30.3076576,-97.9205502
E02062,Nora Santiago,Analyst,Accounting,Research & Development,Female,Latino,55,6/26/1996,"$48,687 ",0.0,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E02063,Ian Gutierrez,Senior Business Partner,Human Resources,Research & Development,Male,Latino,32,4/9/2021,"$70,980 ",0.0,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E02066,Grayson Yee,Manager,Human Resources,Corporate,Male,Asian,48,7/16/2015,"$110,565 ",0.09,China,Beijing,,39.9384171,116.0678242
E02071,Mateo Her,System Administrator,Sales,Speciality Products,Male,Asian,44,3/2/2014,"$207,172 ",0.31,China,Chongqing,,29.5548108,106.3837459
E02072,Charles Robinson,HRIS Analyst,Human Resources,Speciality Products,Male,Caucasian,26,3/12/2021,"$70,369 ",0.0,United States,Seattle,,47.606209,-122.332069
E02074,Nora Brown,Enterprise Architect,IT,Manufacturing,Female,Caucasian,32,2/11/2014,"$99,575 ",0.0,United States,Austin,,30.3076576,-97.9205502
E02088,Skylar Ayala,Senior Manager,Finance,Corporate,Female,Latino,55,2/6/2017,"$144,986 ",0.12,United States,Phoenix,,33.6049778,-112.4546902
E02094,Matthew Gupta,Network Engineer,IT,Speciality Products,Male,Asian,45,9/18/2005,"$67,686 ",0.0,China,Beijing,,39.9384171,116.0678242
E02103,Andrew Ma,HRIS Analyst,Human Resources,Corporate,Male,Asian,31,9/24/2017,"$71,755 ",0.0,China,Chongqing,,29.5548108,106.3837459
E02108,Madeline Coleman,Senior Manager,Finance,Research & Development,Female,Caucasian,51,4/28/2006,"$150,758 ",0.13,United States,Chicago,8/16/2007,41.8336152,-87.8967698
E02112,Christian Sanders,System Administrator,Human Resources,Speciality Products,Male,Black,45,8/7/2013,"$236,946 ",0.37,United States,Seattle,,47.606209,-122.332069
E02121,Levi Brown,Senior Analyst,Sales,Corporate,Male,Black,36,12/26/2021,"$75,119 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E02135,John Delgado,Cloud Infrastructure Architect,IT,Corporate,Male,Latino,30,2/11/2017,"$92,058 ",0.0,United States,Austin,,30.3076576,-97.9205502
E02139,Rylee Yu,Director,Accounting,Research & Development,Female,Asian,36,9/29/2015,"$178,700 ",0.29,United States,Seattle,,47.606209,-122.332069
E02140,Naomi Zhao,System Administrator,Human Resources,Speciality Products,Female,Asian,45,9/22/2021,"$201,396 ",0.32,United States,Miami,,25.7823843,-80.3118592
E02147,Allison Medina,Manager,Finance,Speciality Products,Female,Latino,55,4/29/2010,"$111,038 ",0.05,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E02148,Christopher Vega,Engineering Manager,Engineering,Research & Development,Male,Latino,54,10/27/2007,"$106,313 ",0.15,United States,Chicago,,41.8336152,-87.8967698
E02153,Peyton Vasquez,Analyst,Accounting,Corporate,Female,Latino,26,1/24/2019,"$55,767 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E02166,Lucas Thomas,Manager,Accounting,Research & Development,Male,Caucasian,55,4/28/2000,"$115,798 ",0.05,United States,Miami,,25.7823843,-80.3118592
E02166,John Soto,Senior Manager,Finance,Manufacturing,Male,Latino,60,9/23/2015,"$141,899 ",0.15,United States,Phoenix,,33.6049778,-112.4546902
E02179,Peyton Owens,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,48,9/25/2014,"$96,693 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E02183,Sarah Ayala,Analyst,Sales,Corporate,Female,Latino,47,6/9/2015,"$41,429 ",0.0,United States,Seattle,,47.606209,-122.332069
E02185,Aubrey Yoon,Senior Business Partner,Human Resources,Research & Development,Female,Asian,60,11/11/2005,"$78,388 ",0.0,China,Chongqing,,29.5548108,106.3837459
E02185,Wyatt Rojas,Computer Systems Manager,IT,Corporate,Male,Latino,32,3/20/2013,"$79,921 ",0.05,United States,Austin,,30.3076576,-97.9205502
E02189,Isla Chavez,Account Representative,Sales,Research & Development,Female,Latino,29,5/19/2018,"$65,334 ",0.0,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E02190,Gabriel Carter,Test Engineer,Engineering,Manufacturing,Male,Caucasian,57,7/18/2018,"$71,167 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E02191,Maria Sun,Director,Sales,Corporate,Female,Asian,25,12/19/2021,"$150,666 ",0.23,China,Chengdu,,30.6584246,103.9107386
E02192,Lucy Avila,Solutions Architect,IT,Speciality Products,Female,Latino,43,4/22/2010,"$76,912 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E02193,Josephine Acosta,Director,Human Resources,Speciality Products,Female,Latino,40,9/20/2020,"$198,176 ",0.17,Brazil,Manaus,,-3.0446589,-60.0495051
E02202,Emilia Bailey,System Administrator,Accounting,Speciality Products,Female,Caucasian,41,8/9/2012,"$245,360 ",0.37,United States,Austin,,30.3076576,-97.9205502
E02206,Jose Henderson,Director,Human Resources,Speciality Products,Male,Black,41,4/17/2015,"$152,239 ",0.23,United States,Columbus,,39.9828348,-83.1556352
E02216,Caleb Marquez,IT Systems Architect,IT,Research & Development,Male,Latino,29,10/15/2019,"$66,819 ",0.0,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E02217,William Phillips,Network Architect,IT,Corporate,Male,Black,61,1/27/2004,"$88,478 ",0.0,United States,Austin,,30.3076576,-97.9205502
E02221,Julian Delgado,Systems Analyst,IT,Speciality Products,Male,Latino,29,5/19/2016,"$52,693 ",0.0,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E02227,Sofia Parker,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,36,5/30/2014,"$99,080 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E02235,Riley Ramirez,Senior Business Partner,Human Resources,Research & Development,Female,Latino,52,9/13/1999,"$92,994 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E02249,Allison Daniels,Manager,Finance,Manufacturing,Female,Caucasian,37,4/14/2020,"$103,524 ",0.09,United States,Phoenix,,33.6049778,-112.4546902
E02252,Lillian Park,Analyst,Marketing,Research & Development,Female,Asian,40,2/24/2021,"$46,833 ",0.0,China,Chengdu,11/10/2021,30.6584246,103.9107386
E02254,Jaxson Sandoval,Senior Analyst,Sales,Speciality Products,Male,Latino,61,5/3/2017,"$90,855 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E02258,Eliza Chen,Enterprise Architect,IT,Research & Development,Female,Asian,36,4/29/2016,"$75,862 ",0.0,United States,Austin,,30.3076576,-97.9205502
E02259,Emily Lau,Senior Analyst,Finance,Manufacturing,Female,Asian,35,3/18/2019,"$74,779 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E02274,Isabella Bailey,Network Administrator,IT,Manufacturing,Female,Caucasian,36,8/23/2010,"$61,310 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E02276,Hazel Griffin,Field Engineer,Engineering,Corporate,Female,Caucasian,32,11/9/2015,"$65,247 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E02283,Jaxon Park,Network Architect,IT,Manufacturing,Male,Asian,33,7/24/2020,"$69,453 ",0.0,China,Chengdu,,30.6584246,103.9107386
E02284,Josephine Salazar,Field Engineer,Engineering,Speciality Products,Female,Latino,36,3/14/2016,"$85,870 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E02285,Aria Xi,Director,Sales,Research & Development,Female,Asian,45,3/1/2002,"$165,181 ",0.16,United States,Seattle,,47.606209,-122.332069
E02295,Axel Jordan,Analyst,Sales,Corporate,Male,Caucasian,47,2/28/2013,"$54,635 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E02298,Emily Doan,Engineering Manager,Engineering,Corporate,Female,Asian,32,12/4/2014,"$99,202 ",0.11,United States,Phoenix,,33.6049778,-112.4546902
E02307,Skylar Evans,Director,Accounting,Research & Development,Female,Caucasian,42,6/4/2009,"$174,099 ",0.26,United States,Austin,,30.3076576,-97.9205502
E02310,Jordan Phillips,System Administrator,Human Resources,Corporate,Male,Black,45,12/12/2010,"$190,512 ",0.32,United States,Columbus,,39.9828348,-83.1556352
E02313,Jeremiah Lu,Network Architect,IT,Manufacturing,Male,Asian,50,3/6/2001,"$73,907 ",0.0,China,Shanghai,,31.2239286,121.147112
E02331,Sophia Huynh,Enterprise Architect,IT,Manufacturing,Female,Asian,55,8/9/2005,"$92,771 ",0.0,United States,Miami,,25.7823843,-80.3118592
E02333,Jaxson Wright,Service Desk Analyst,IT,Manufacturing,Male,Black,54,12/28/2010,"$64,417 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E02337,Emma Cao,Analyst,Accounting,Corporate,Female,Asian,27,8/24/2019,"$50,809 ",0.0,China,Chongqing,,29.5548108,106.3837459
E02363,Eliza Liang,Senior Manager,Human Resources,Speciality Products,Female,Asian,36,3/11/2010,"$134,006 ",0.13,China,Beijing,,39.9384171,116.0678242
E02375,Lincoln Huynh,Senior Manager,Finance,Manufacturing,Male,Asian,63,2/8/2002,"$128,703 ",0.13,United States,Austin,,30.3076576,-97.9205502
E02378,Audrey Smith,Field Engineer,Engineering,Research & Development,Female,Caucasian,58,10/27/1995,"$70,189 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E02387,Emily Davis,Senior Manager,IT,Research & Development,Female,Black,55,4/8/2016,"$141,604 ",0.15,United States,Seattle,10/16/2021,47.606209,-122.332069
E02391,Natalia Santos,System Administrator,Human Resources,Speciality Products,Female,Latino,45,2/25/2019,"$249,801 ",0.39,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E02391,Piper Ramos,Senior Manager,Sales,Manufacturing,Female,Latino,49,4/2/1996,"$157,057 ",0.12,United States,Miami,,25.7823843,-80.3118592
E02415,Penelope Gonzalez,Senior Analyst,Sales,Corporate,Female,Latino,52,10/16/1994,"$93,103 ",0.0,United States,Phoenix,,33.6049778,-112.4546902
E02417,Alice Young,Automation Engineer,Engineering,Research & Development,Female,Caucasian,46,1/24/2008,"$91,621 ",0.0,United States,Chicago,,41.8336152,-87.8967698
E02420,Madison Li,Director,Marketing,Manufacturing,Female,Asian,35,3/6/2017,"$171,426 ",0.15,China,Beijing,9/22/2017,39.9384171,116.0678242
E02421,Jordan Truong,Director,Engineering,Speciality Products,Male,Asian,45,8/28/2014,"$183,161 ",0.22,United States,Miami,,25.7823843,-80.3118592
E02427,Addison Mehta,Manager,Sales,Corporate,Female,Asian,27,9/15/2018,"$127,616 ",0.07,United States,Columbus,,39.9828348,-83.1556352
E02428,Connor Luu,Computer Systems Manager,IT,Speciality Products,Male,Asian,35,5/3/2016,"$73,899 ",0.05,China,Chengdu,,30.6584246,103.9107386
E02440,Grayson Turner,Solutions Architect,IT,Corporate,Male,Caucasian,54,6/30/1992,"$63,196 ",0.0,United States,Chicago,10/26/2014,41.8336152,-87.8967698
E02453,Dylan Kumar,Senior Analyst,Marketing,Speciality Products,Male,Asian,55,7/11/2006,"$93,343 ",0.0,China,Chongqing,,29.5548108,106.3837459
E02464,Sophie Silva,System Administrator,Engineering,Corporate,Female,Latino,28,7/6/2017,"$240,488 ",0.4,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E02468,Ella Huang,System Administrator,Marketing,Corporate,Female,Asian,45,2/28/2016,"$211,637 ",0.31,United States,Chicago,,41.8336152,-87.8967698
E02473,Leonardo Lo,Quality Engineer,Engineering,Speciality Products,Male,Asian,29,11/15/2021,"$91,782 ",0.0,China,Chongqing,,29.5548108,106.3837459
E02477,Amelia Bui,Director,Engineering,Speciality Products,Female,Asian,46,10/21/2020,"$151,853 ",0.16,China,Chengdu,,30.6584246,103.9107386
E02478,Alexander Morris,Manager,Sales,Speciality Products,Male,Caucasian,33,6/21/2013,"$119,631 ",0.06,United States,Phoenix,,33.6049778,-112.4546902
E02489,Ethan Clark,Senior Business Partner,Human Resources,Manufacturing,Male,Caucasian,33,8/4/2017,"$92,610 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E02492,Parker Sandoval,Manager,Human Resources,Speciality Products,Male,Latino,59,6/10/2015,"$101,985 ",0.07,United States,Miami,,25.7823843,-80.3118592
E02492,Sebastian Gupta,Senior Analyst,Marketing,Corporate,Male,Asian,40,9/22/2014,"$73,779 ",0.0,China,Chongqing,5/9/2019,29.5548108,106.3837459
E02521,Lily Nguyen,Senior Analyst,Finance,Speciality Products,Female,Asian,33,1/28/2012,"$95,960 ",0.0,China,Chengdu,,30.6584246,103.9107386
E02522,Silas Rivera,System Administrator,Sales,Corporate,Male,Latino,48,2/28/2000,"$258,081 ",0.3,United States,Chicago,,41.8336152,-87.8967698
E02531,Jameson Foster,Analyst,Marketing,Manufacturing,Male,Caucasian,28,7/18/2021,"$43,391 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E02534,Leah Khan,Director,Marketing,Corporate,Female,Asian,36,9/13/2010,"$157,070 ",0.28,China,Chongqing,,29.5548108,106.3837459
E02534,Victoria Johnson,Senior Manager,Accounting,Corporate,Female,Caucasian,55,5/28/2004,"$159,885 ",0.12,United States,Columbus,,39.9828348,-83.1556352
E02535,Caroline Perez,Controls Engineer,Engineering,Corporate,Female,Latino,29,1/14/2018,"$80,516 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E02554,Joshua Ramirez,System Administrator,Human Resources,Corporate,Male,Latino,44,9/10/2007,"$181,247 ",0.33,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E02555,Landon Lopez,Senior Analyst,Accounting,Manufacturing,Male,Latino,38,7/5/2008,"$78,056 ",0.0,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E02558,Jose Richardson,Director,Marketing,Research & Development,Male,Caucasian,26,10/15/2019,"$151,556 ",0.2,United States,Miami,,25.7823843,-80.3118592
E02561,Samantha Vargas,Director,Human Resources,Corporate,Female,Latino,53,7/21/2006,"$151,246 ",0.21,Brazil,Sao Paulo,,-23.6820636,-46.9249441
E02562,Christian Medina,Analyst,Marketing,Corporate,Male,Latino,51,6/19/2007,"$45,206 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E02563,Clara Sanchez,Controls Engineer,Engineering,Corporate,Female,Latino,47,10/2/2018,"$111,404 ",0.0,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E02563,Emily Clark,System Administrator,Accounting,Corporate,Female,Caucasian,36,1/13/2020,"$253,294 ",0.4,United States,Miami,,25.7823843,-80.3118592
E02572,Luna Sanders,Director,Finance,Speciality Products,Female,Caucasian,50,10/26/2006,"$163,099 ",0.2,United States,Chicago,,41.8336152,-87.8967698
E02576,Gianna Ha,Manager,IT,Research & Development,Female,Asian,55,2/8/2005,"$115,145 ",0.05,China,Chongqing,,29.5548108,106.3837459
E02594,Ezekiel Kumar,IT Coordinator,IT,Research & Development,Male,Asian,28,6/25/2017,"$54,775 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E02599,Daniel Huang,System Administrator,Human Resources,Corporate,Male,Asian,31,9/3/2015,"$250,953 ",0.34,United States,Columbus,,39.9828348,-83.1556352
E02604,Brooklyn Collins,Senior Manager,Finance,Corporate,Female,Black,59,10/27/2018,"$139,208 ",0.11,United States,Austin,,30.3076576,-97.9205502
E02613,John Jung,Senior Analyst,Sales,Speciality Products,Male,Asian,63,3/12/2018,"$73,200 ",0.0,China,Shanghai,,31.2239286,121.147112
E02613,Everly Lai,System Administrator,Marketing,Speciality Products,Female,Asian,52,4/1/1998,"$182,035 ",0.3,United States,Chicago,,41.8336152,-87.8967698
E02627,Parker Avila,Analyst II,Marketing,Manufacturing,Male,Latino,47,11/28/2005,"$62,749 ",0.0,Brazil,Manaus,,-3.0446589,-60.0495051
E02628,Nora Nelson,Analyst II,Finance,Manufacturing,Female,Caucasian,41,1/9/2007,"$50,685 ",0.0,United States,Columbus,,39.9828348,-83.1556352
E02632,Alice Soto,Analyst,Accounting,Corporate,Female,Latino,56,4/13/1995,"$50,857 ",0.0,Brazil,Manaus,,-3.0446589,-60.0495051
E02633,Allison Roberts,System Administrator,Sales,Manufacturing,Female,Black,54,8/19/2000,"$222,224 ",0.38,United States,Columbus,,39.9828348,-83.1556352
E02639,Sebastian Le,Analyst,Finance,Corporate,Male,Asian,37,11/9/2015,"$45,369 ",0.0,China,Beijing,,39.9384171,116.0678242
E02639,Hadley Parker,System Administrator,Marketing,Corporate,Female,Black,30,9/21/2016,"$221,217 ",0.32,United States,Columbus,9/25/2017,39.9828348,-83.1556352
E02642,Sebastian Rogers,HRIS Analyst,Human Resources,Research & Development,Male,Caucasian,38,11/29/2019,"$69,647 ",0.0,United States,Miami,4/20/2022,25.7823843,-80.3118592
E02649,Charles Gonzalez,Quality Engineer,Engineering,Research & Development,Male,Latino,27,9/28/2018,"$64,247 ",0.0,Brazil,Rio de Janerio,,-22.9140457,-43.6107907
E02652,Nathan Sun,Manager,Accounting,Speciality Products,Male,Asian,63,7/29/2015,"$103,724 ",0.05,China,Shanghai,,31.2239286,121.147112
